iter	Logloss
0	0.5466805029
1	0.4359016656
2	0.352185691
3	0.2878357479
4	0.2393515843
5	0.2030596342
6	0.1749765517
7	0.1518580821
8	0.1333143459
9	0.1202044361
10	0.1102599786
11	0.1005479478
12	0.09131431033
13	0.08626449436
14	0.08115268444
15	0.07704252315
16	0.07456447019
17	0.07075782699
18	0.06774571185
19	0.06420239024
20	0.06183530482
21	0.05915251253
22	0.0577596503
23	0.05598164427
24	0.05473281771
25	0.05356145485
26	0.05241852218
27	0.05169132145
28	0.05097622967
29	0.05004426333
30	0.04952563663
31	0.04920197341
32	0.04878547951
33	0.04842142051
34	0.04796172172
35	0.04753282741
36	0.04728656464
37	0.04711299718
38	0.04691726413
39	0.04634363745
40	0.0460018028
41	0.04592432168
42	0.04583153138
43	0.04560697292
44	0.04536574851
45	0.04524392584
46	0.04499516675
47	0.04492099269
48	0.04485022762
49	0.04472548872
50	0.04463852422
51	0.04452186633
52	0.04440232536
53	0.04435803017
54	0.04424616222
55	0.04413939991
56	0.0440618048
57	0.04394750125
58	0.04391980989
59	0.04383703621
60	0.04377124738
61	0.04366428315
62	0.04334926573
63	0.04332518333
64	0.04328271535
65	0.04323924696
66	0.04313007424
67	0.04296924528
68	0.04275498063
69	0.04265083356
70	0.04262122539
71	0.04257006676
72	0.04233411991
73	0.04216346687
74	0.0421504765
75	0.04213949747
76	0.04200360668
77	0.04193340321
78	0.04183907746
79	0.0418204655
80	0.0417883125
81	0.04176340483
82	0.0417356621
83	0.04172163734
84	0.04162330007
85	0.04161316201
86	0.04156914276
87	0.04151931661
88	0.04148459208
89	0.04146984449
90	0.04144541279
91	0.04143403621
92	0.04131526732
93	0.04126460884
94	0.04123051271
95	0.04121352771
96	0.04119285952
97	0.04117539995
98	0.04114664406
99	0.04113683001
100	0.04112735988
101	0.04111815693
102	0.04109322475
103	0.04105459575
104	0.0410319986
105	0.04102660772
106	0.04101148277
107	0.04100657449
108	0.04100631684
109	0.04099696026
110	0.04098860754
111	0.04089284725
112	0.04085360697
113	0.04080504175
114	0.04068752369
115	0.04061114556
116	0.04060450265
117	0.04060070088
118	0.04059443884
119	0.04058468545
120	0.04054649215
121	0.04051176781
122	0.04046670491
123	0.04044295677
124	0.04043458141
125	0.04036404801
126	0.04035552256
127	0.04033073757
128	0.04031600464
129	0.04030885476
130	0.0402592555
131	0.04025760052
132	0.04025634078
133	0.04023307171
134	0.04017594196
135	0.04014401957
136	0.04012263176
137	0.0400825258
138	0.04004722015
139	0.0400216021
140	0.03999296811
141	0.03995271927
142	0.03986439492
143	0.03973574762
144	0.03971737569
145	0.03967546029
146	0.03953295198
147	0.03950022921
148	0.03946828043
149	0.03944702923
150	0.03942027395
151	0.03938271911
152	0.03936209003
153	0.03933476497
154	0.03932402705
155	0.03931581331
156	0.03925649203
157	0.03918445979
158	0.03915604067
159	0.03910721739
160	0.03908153576
161	0.03905830378
162	0.03904807688
163	0.0390345013
164	0.03892113157
165	0.03889391357
166	0.03881377561
167	0.03880280409
168	0.03877528194
169	0.03870651032
170	0.03865421058
171	0.03854912738
172	0.03846025579
173	0.03843426499
174	0.03835565191
175	0.03831950879
176	0.03827141489
177	0.03822132826
178	0.03819792376
179	0.03816134566
180	0.03815091828
181	0.03811502591
182	0.03809471628
183	0.03805038782
184	0.03801398174
185	0.03797984602
186	0.03793888959
187	0.03790284481
188	0.03787274693
189	0.03783755073
190	0.03779648605
191	0.03774447575
192	0.03763477161
193	0.03759768733
194	0.03755786776
195	0.03752681069
196	0.03750620705
197	0.03748330518
198	0.03746935872
199	0.0374459587
200	0.03742033502
201	0.03739908968
202	0.03737429985
203	0.0373488047
204	0.03732933156
205	0.03732212915
206	0.03731539636
207	0.03730943937
208	0.03730416246
209	0.03728785949
210	0.03726928733
211	0.03726453962
212	0.03722825945
213	0.03718625218
214	0.03713795765
215	0.03709560415
216	0.03702569957
217	0.03700709774
218	0.03698943133
219	0.03695896956
220	0.03692782124
221	0.03691333444
222	0.03690729734
223	0.03685539434
224	0.03685042744
225	0.03683800834
226	0.03683378937
227	0.03682767194
228	0.03676563298
229	0.03672992452
230	0.03671025692
231	0.03670584304
232	0.03667279784
233	0.03659061783
234	0.03655730152
235	0.03650308101
236	0.03648993877
237	0.03648655372
238	0.03648267848
239	0.03645610058
240	0.03643671437
241	0.03640892529
242	0.03640188792
243	0.03639044461
244	0.03637680742
245	0.03632170573
246	0.03630921008
247	0.03626148967
248	0.03625641029
249	0.03624648744
250	0.0362314244
251	0.03621752109
252	0.03620377998
253	0.03619210904
254	0.03618025802
255	0.03617188595
256	0.03612900804
257	0.03611836172
258	0.0360885294
259	0.03608106073
260	0.0360509637
261	0.03604084517
262	0.03602239005
263	0.03601408735
264	0.03598825773
265	0.03592703382
266	0.03589144316
267	0.03588596631
268	0.03587217463
269	0.0358623866
270	0.03582747028
271	0.03581796504
272	0.03580506594
273	0.03579533667
274	0.03578112038
275	0.03576872537
276	0.03576117244
277	0.03575773144
278	0.03575233306
279	0.03574857618
280	0.03574283801
281	0.03572868378
282	0.03570803528
283	0.03570139314
284	0.03568257856
285	0.03567162361
286	0.03566753071
287	0.03565928584
288	0.03564234011
289	0.0356310543
290	0.03562327635
291	0.0356196901
292	0.03560197522
293	0.03559056811
294	0.0355799653
295	0.03557718457
296	0.03556943371
297	0.0355669009
298	0.03555249535
299	0.03553149498
300	0.03551879382
301	0.03550198782
302	0.03549388653
303	0.03544250106
304	0.03543524115
305	0.0354123987
306	0.03540701489
307	0.03539580386
308	0.03537968054
309	0.03537440663
310	0.03535573327
311	0.03533962374
312	0.03532496782
313	0.03529849546
314	0.03528782623
315	0.03526886952
316	0.03525378072
317	0.03524212058
318	0.03523376075
319	0.03521520405
320	0.03519079012
321	0.03517497519
322	0.03515947346
323	0.03515048067
324	0.03514079503
325	0.03512737172
326	0.03512346667
327	0.03511802519
